ExperimentName	HCPID	RunNumber	Subject	Session	RandomSeed	Group	Laptop.RefreshRate	ScannerD2.RefreshRate	StudioVersion	RuntimeVersion	RuntimeVersionExpected	ExperimentVersion	triggercode	Allowed	FontStyle	leftresponse	rightresponse	TrialsPerRun[Session]	StimuliDir	IntroButtonMap.OnsetDelay	IntroButtonMap.OnsetTime	IntroButtonMap.DurationError	IntroButtonMap.OnsetToOnsetTime	GetReady.OnsetDelay	GetReady.OnsetTime	GetReady.DurationError	GetReady.OnsetToOnsetTime	ExpInstrucFeelFreeToRest.OnsetDelay	ExpInstrucFeelFreeToRest.OnsetTime	ExpInstrucFeelFreeToRest.DurationError	ExpInstrucFeelFreeToRest.StartTime	ExpInstrucFeelFreeToRest.OnsetToOnsetTime	FeelFreeToRest.OnsetDelay	FeelFreeToRest.OnsetTime	FeelFreeToRest.DurationError	FeelFreeToRest.StartTime	FeelFreeToRest.OnsetToOnsetTime	ReadyList	Procedure	Stimulus	ReadyList.Cycle	ReadyList.Sample	Running	SyncSlide.OnsetDelay	SyncSlide.OnsetTime	SyncSlide.DurationError	SyncSlide.FinishTime	SyncSlide.OnsetToOnsetTime	SessionSelectionList	RunNumberFilterValue	HRun1	TrialsPerRun[Block]	SessionSelectionList.Cycle	SessionSelectionList.Sample	RunTrialNumber	TotalRespGreater200	ConsecRTLess200	ConsecNonResp	ConsecSameResp	OverallAcc	ExperimenterWindow.OnsetDelay	ExperimenterWindow.OnsetTime	ExperimenterWindow.DurationError	ExperimenterWindow.OnsetToOnsetTime	shape.OnsetDelay	shape.OnsetTime	shape.DurationError	shape.OnsetToOnsetTime	ShapeBlock1	Top	Left	Right	CorrectResponse	StimSlide.OnsetDelay	StimSlide.OnsetTime	StimSlide.DurationError	StimSlide.RTTime	StimSlide.ACC	StimSlide.RT	StimSlide.RESP	StimSlide.CRESP	StimSlide.OnsetToOnsetTime	Fixation.OnsetDelay	Fixation.OnsetTime	Fixation.DurationError	Fixation.OnsetToOnsetTime	face.OnsetDelay	face.OnsetTime	face.DurationError	face.OnsetToOnsetTime	FaceBlock1	ShapeBlock2	FaceBlock2	ShapeBlock3	FaceBlock3	Block
EMOTION080112	792564_fncb	1	1	1	-2096318951	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	93	8851	-999999	0	32	40158	-999999	0	12	178195	2	178183	13	25	178208	-999999	178198	0		TrialsPROC				SessionSelectionList						2	1	2		2	7	7	6	0	0	1	100	39	80848	2	13					6	oval-horizontal.bmp	oval-horizontal.bmp	circle.bmp	2	12	78809	-1	79457	1	648	2	2	2039	52	80861	-53	0										11
EMOTION080112	792564_fncb	1	1	1	-2096318951	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	93	8851	-999999	0	32	40158	-999999	0	12	178195	2	178183	13	25	178208	-999999	178198	0		FacePromptPROC				SessionSelectionList						2	1	3	36	2	8	7	6	0	0	1	100	39	81848	1	13																							52	81861	-53	0						12
EMOTION080112	792564_fncb	1	1	1	-2096318951	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	93	8851	-999999	0	32	40158	-999999	0	12	178195	2	178183	13	25	178208	-999999	178198	0		TrialsPROC				SessionSelectionList						2	1	4		2	9	8	7	0	0	2	100	39	86872	3	13						FA1_top.jpg	FA1_left.jpg	FA1_right.jpg	2	24	84833	-1	85576	1	743	2	2	2039	52	86885	-53	0					1					13
EMOTION080112	792564_fncb	1	1	1	-2096318951	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	93	8851	-999999	0	32	40158	-999999	0	12	178195	2	178183	13	25	178208	-999999	178198	0		TrialsPROC				SessionSelectionList						2	1	4		2	10	9	8	0	0	3	100	39	89884	2	14						MF1_top.jpg	MF1_left.jpg	MF1_right.jpg	2	12	87845	-1	88513	1	668	2	2	2039	53	89898	-54	0					2					14
EMOTION080112	792564_fncb	1	1	1	-2096318951	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	93	8851	-999999	0	32	40158	-999999	0	12	178195	2	178183	13	25	178208	-999999	178198	0		TrialsPROC				SessionSelectionList						2	1	4		2	11	10	9	0	0	1	100	39	92896	3	14						MA1_top.jpg	MA1_left.jpg	MA1_right.jpg	3	12	90857	-1	91927	1	1070	3	3	2039	53	92910	-54	0					3					15
EMOTION080112	792564_fncb	1	1	1	-2096318951	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	93	8851	-999999	0	32	40158	-999999	0	12	178195	2	178183	13	25	178208	-999999	178198	0		TrialsPROC				SessionSelectionList						2	1	4		2	12	11	10	0	0	2	100	39	95908	2	14						FF1_top.jpg	FF1_left.jpg	FF1_right.jpg	3	12	93869	-1	94651	1	782	3	3	2039	53	95922	-54	0					4					16
EMOTION080112	792564_fncb	1	1	1	-2096318951	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	93	8851	-999999	0	32	40158	-999999	0	12	178195	2	178183	13	25	178208	-999999	178198	0		TrialsPROC				SessionSelectionList						2	1	4		2	13	12	11	0	0	3	100	40	98921	2	13						FA2_top.jpg	FA2_left.jpg	FA2_right.jpg	3	12	96881	-1	97495	1	614	3	3	2040	53	98934	-54	0					5					17
EMOTION080112	792564_fncb	1	1	1	-2096318951	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	93	8851	-999999	0	32	40158	-999999	0	12	178195	2	178183	13	25	178208	-999999	178198	0		TrialsPROC				SessionSelectionList						2	1	4		2	14	13	12	0	0	4	100	39	101933	1	13						MA2_top.jpg	MA2_left.jpg	MA2_right.jpg	3	13	99894	-1	100548	1	654	3	3	2039	52	101946	-53	0					6					18
EMOTION080112	792564_fncb	1	1	1	-2096318951	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	93	8851	-999999	0	32	40158	-999999	0	12	178195	2	178183	13	25	178208	-999999	178198	0		ShapePromptPROC				SessionSelectionList						2	1	5	36	2	15	13	12	0	0	4	100	38	102932	3	14	52	102946	-53	0																												19
EMOTION080112	792564_fncb	1	1	1	-2096318951	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	93	8851	-999999	0	32	40158	-999999	0	12	178195	2	178183	13	25	178208	-999999	178198	0		TrialsPROC				SessionSelectionList						2	1	6		2	16	14	13	0	0	5	100	40	107944	1	13						oval-vertical.bmp	oval-horizontal.bmp	oval-vertical.bmp	3	10	105904	-1	106577	1	673	3	3	2040	53	107957	-54	0						1				20
EMOTION080112	792564_fncb	1	1	1	-2096318951	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	93	8851	-999999	0	32	40158	-999999	0	12	178195	2	178183	13	25	178208	-999999	178198	0		TrialsPROC				SessionSelectionList						2	1	6		2	17	15	14	0	0	6	100	40	110956	2	13						oval-vertical.bmp	circle.bmp	oval-vertical.bmp	3	12	108916	-1	109456	1	540	3	3	2040	53	110969	-54	0						2				21
EMOTION080112	792564_fncb	1	1	1	-2096318951	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	93	8851	-999999	0	32	40158	-999999	0	12	178195	2	178183	13	25	178208	-999999	178198	0		TrialsPROC				SessionSelectionList						2	1	6		2	18	16	15	0	0	1	100	39	113968	1	13						oval-horizontal.bmp	oval-horizontal.bmp	oval-vertical.bmp	2	13	111929	-1	112645	1	716	2	2	2039	52	113981	-53	0						3				22
EMOTION080112	792564_fncb	1	1	1	-2096318951	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	93	8851	-999999	0	32	40158	-999999	0	12	178195	2	178183	13	25	178208	-999999	178198	0		TrialsPROC				SessionSelectionList						2	1	6		2	19	17	16	0	0	2	100	39	116980	2	13						oval-horizontal.bmp	oval-horizontal.bmp	circle.bmp	2	12	114941	-1	115718	1	777	2	2	2039	52	116993	-53	0						4				23
EMOTION080112	792564_fncb	1	1	1	-2096318951	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	93	8851	-999999	0	32	40158	-999999	0	12	178195	2	178183	13	25	178208	-999999	178198	0		TrialsPROC				SessionSelectionList						2	1	6		2	20	18	17	0	0	3	100	39	119992	1	13						circle.bmp	circle.bmp	oval-vertical.bmp	2	12	117953	-1	118632	1	679	2	2	2039	52	120005	-53	0						5				24
EMOTION080112	792564_fncb	1	1	1	-2096318951	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	93	8851	-999999	0	32	40158	-999999	0	12	178195	2	178183	13	25	178208	-999999	178198	0		TrialsPROC				SessionSelectionList						2	1	6		2	21	19	18	0	0	1	100	39	123004	2	13						circle.bmp	oval-horizontal.bmp	circle.bmp	3	12	120965	-1	121655	1	690	3	3	2039	52	123017	-53	0						6				25
EMOTION080112	792564_fncb	1	1	1	-2096318951	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	93	8851	-999999	0	32	40158	-999999	0	12	178195	2	178183	13	25	178208	-999999	178198	0		FacePromptPROC				SessionSelectionList						2	1	7	36	2	22	19	18	0	0	1	100	39	124004	1	13																							52	124017	-53	0						26
EMOTION080112	792564_fncb	1	1	1	-2096318951	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	93	8851	-999999	0	32	40158	-999999	0	12	178195	2	178183	13	25	178208	-999999	178198	0		TrialsPROC				SessionSelectionList						2	1	8		2	23	20	19	0	0	2	100	39	129015	2	13						MF2_top.jpg	MF2_left.jpg	MF2_right.jpg	3	11	126976	-1	127721	1	745	3	3	2039	52	129028	-53	0							1			27
EMOTION080112	792564_fncb	1	1	1	-2096318951	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	93	8851	-999999	0	32	40158	-999999	0	12	178195	2	178183	13	25	178208	-999999	178198	0		TrialsPROC				SessionSelectionList						2	1	8		2	24	21	20	0	0	1	100	39	132067	1	13						FA3_top.jpg	FA3_left.jpg	FA3_right.jpg	2	52	130028	-1	130670	1	642	2	2	2039	52	132080	-53	0							2			28
EMOTION080112	792564_fncb	1	1	1	-2096318951	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	93	8851	-999999	0	32	40158	-999999	0	12	178195	2	178183	13	25	178208	-999999	178198	0		TrialsPROC				SessionSelectionList						2	1	8		2	25	22	21	0	0	2	100	39	135079	2	13						FF2_top.jpg	FF2_left.jpg	FF2_right.jpg	2	12	133040	-1	133615	1	575	2	2	2039	52	135092	-53	0							3			29
EMOTION080112	792564_fncb	1	1	1	-2096318951	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	93	8851	-999999	0	32	40158	-999999	0	12	178195	2	178183	13	25	178208	-999999	178198	0		TrialsPROC				SessionSelectionList						2	1	8		2	26	23	22	0	0	3	100	39	138091	2	13						MA3_top.jpg	MA3_left.jpg	MA3_right.jpg	2	12	136052	-1	136676	1	624	2	2	2039	52	138104	-53	0							4			30
EMOTION080112	792564_fncb	1	1	1	-2096318951	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	93	8851	-999999	0	32	40158	-999999	0	12	178195	2	178183	13	25	178208	-999999	178198	0		TrialsPROC				SessionSelectionList						2	1	8		2	27	24	23	0	0	1	100	39	141103	2	14						FF3_top.jpg	FF3_left.jpg	FF3_right.jpg	3	12	139064	-1	139769	1	705	3	3	2039	53	141117	-54	0							5			31
EMOTION080112	792564_fncb	1	1	1	-2096318951	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	93	8851	-999999	0	32	40158	-999999	0	12	178195	2	178183	13	25	178208	-999999	178198	0		TrialsPROC				SessionSelectionList						2	1	8		2	28	25	24	0	0	1	100	39	144115	2	14						MF3_top.jpg	MF3_left.jpg	MF3_right.jpg	2	12	142076	-1	142723	1	647	2	2	2039	53	144129	-54	0							6			32
EMOTION080112	792564_fncb	1	1	1	-2096318951	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	93	8851	-999999	0	32	40158	-999999	0	12	178195	2	178183	13	25	178208	-999999	178198	0		ShapePromptPROC				SessionSelectionList						2	1	9	36	2	29	25	24	0	0	1	100	39	145115	2	13	52	145128	-53	0																												33
EMOTION080112	792564_fncb	1	1	1	-2096318951	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	93	8851	-999999	0	32	40158	-999999	0	12	178195	2	178183	13	25	178208	-999999	178198	0		TrialsPROC				SessionSelectionList						2	1	10		2	30	26	25	0	0	1	100	39	150126	2	13						oval-vertical.bmp	circle.bmp	oval-vertical.bmp	3	11	148087	-1	148697	1	610	3	3	2039	52	150139	-53	0								1		34
EMOTION080112	792564_fncb	1	1	1	-2096318951	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	93	8851	-999999	0	32	40158	-999999	0	12	178195	2	178183	13	25	178208	-999999	178198	0		TrialsPROC				SessionSelectionList						2	1	10		2	31	27	26	0	0	1	100	39	153138	3	14						oval-horizontal.bmp	oval-horizontal.bmp	circle.bmp	2	12	151099	-1	151702	1	603	2	2	2039	53	153152	-54	0								2		35
EMOTION080112	792564_fncb	1	1	1	-2096318951	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	93	8851	-999999	0	32	40158	-999999	0	12	178195	2	178183	13	25	178208	-999999	178198	0		TrialsPROC				SessionSelectionList						2	1	10		2	32	28	27	0	0	1	100	39	156150	2	14						oval-vertical.bmp	oval-horizontal.bmp	oval-vertical.bmp	3	12	154111	-1	154817	1	706	3	3	2039	53	156164	-54	0								3		36
EMOTION080112	792564_fncb	1	1	1	-2096318951	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	93	8851	-999999	0	32	40158	-999999	0	12	178195	2	178183	13	25	178208	-999999	178198	0		TrialsPROC				SessionSelectionList						2	1	10		2	33	29	28	0	0	2	100	39	159162	3	14						circle.bmp	oval-horizontal.bmp	circle.bmp	3	12	157123	-1	157772	1	649	3	3	2039	53	159176	-54	0								4		37
EMOTION080112	792564_fncb	1	1	1	-2096318951	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	93	8851	-999999	0	32	40158	-999999	0	12	178195	2	178183	13	25	178208	-999999	178198	0		TrialsPROC				SessionSelectionList						2	1	10		2	34	30	29	0	0	1	100	40	162175	1	13						oval-horizontal.bmp	oval-horizontal.bmp	oval-vertical.bmp	2	12	160135	-1	160784	1	649	2	2	2040	53	162188	-54	0								5		38
EMOTION080112	792564_fncb	1	1	1	-2096318951	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	93	8851	-999999	0	32	40158	-999999	0	12	178195	2	178183	13	25	178208	-999999	178198	0		TrialsPROC				SessionSelectionList						2	1	10		2	35	31	30	0	0	2	100	40	165187	2	13						circle.bmp	circle.bmp	oval-vertical.bmp	2	12	163147	-1	163612	1	465	2	2	2040	53	165200	-54	0								6		39
EMOTION080112	792564_fncb	1	1	1	-2096318951	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	93	8851	-999999	0	32	40158	-999999	0	12	178195	2	178183	13	25	178208	-999999	178198	0		FacePromptPROC				SessionSelectionList						2	1	11	36	2	36	31	30	0	0	2	100	39	166186	2	14																							53	166200	-54	0						40
EMOTION080112	792564_fncb	1	1	1	-2096318951	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	93	8851	-999999	0	32	40158	-999999	0	12	178195	2	178183	13	25	178208	-999999	178198	0		TrialsPROC				SessionSelectionList						2	1	12		2	37	32	31	0	0	1	100	39	171197	3	14						MA1_top.jpg	MA1_left.jpg	MA1_right.jpg	3	11	169158	-1	170019	1	861	3	3	2039	53	171211	-54	0									1	41
EMOTION080112	792564_fncb	1	1	1	-2096318951	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	93	8851	-999999	0	32	40158	-999999	0	12	178195	2	178183	13	25	178208	-999999	178198	0		TrialsPROC				SessionSelectionList						2	1	12		2	38	33	32	0	0	1	100	40	174210	1	13						MF1_top.jpg	MF1_left.jpg	MF1_right.jpg	2	12	172170	-1	172720	1	550	2	2	2040	53	174223	-54	0									2	42
EMOTION080112	792564_fncb	1	1	1	-2096318951	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	93	8851	-999999	0	32	40158	-999999	0	12	178195	2	178183	13	25	178208	-999999	178198	0		TrialsPROC				SessionSelectionList						2	1	12		2	39	34	33	0	0	1	100	39	177222	2	13						FF1_top.jpg	FF1_left.jpg	FF1_right.jpg	3	13	175183	-1	175755	1	572	3	3	2039	52	177235	-53	0									3	43
