ExperimentName	HCPID	RunNumber	Subject	Session	RandomSeed	Group	Laptop.RefreshRate	ScannerD2.RefreshRate	StudioVersion	RuntimeVersion	RuntimeVersionExpected	ExperimentVersion	triggercode	Allowed	FontStyle	leftresponse	rightresponse	TrialsPerRun[Session]	StimuliDir	IntroButtonMap.OnsetDelay	IntroButtonMap.OnsetTime	IntroButtonMap.DurationError	IntroButtonMap.OnsetToOnsetTime	GetReady.OnsetDelay	GetReady.OnsetTime	GetReady.DurationError	GetReady.OnsetToOnsetTime	ExpInstrucFeelFreeToRest.OnsetDelay	ExpInstrucFeelFreeToRest.OnsetTime	ExpInstrucFeelFreeToRest.DurationError	ExpInstrucFeelFreeToRest.StartTime	ExpInstrucFeelFreeToRest.OnsetToOnsetTime	FeelFreeToRest.OnsetDelay	FeelFreeToRest.OnsetTime	FeelFreeToRest.DurationError	FeelFreeToRest.StartTime	FeelFreeToRest.OnsetToOnsetTime	ReadyList	Procedure	Stimulus	ReadyList.Cycle	ReadyList.Sample	Running	SyncSlide.OnsetDelay	SyncSlide.OnsetTime	SyncSlide.DurationError	SyncSlide.FinishTime	SyncSlide.OnsetToOnsetTime	SessionSelectionList	RunNumberFilterValue	HRun1	TrialsPerRun[Block]	SessionSelectionList.Cycle	SessionSelectionList.Sample	RunTrialNumber	TotalRespGreater200	ConsecRTLess200	ConsecNonResp	ConsecSameResp	OverallAcc	ExperimenterWindow.OnsetDelay	ExperimenterWindow.OnsetTime	ExperimenterWindow.DurationError	ExperimenterWindow.OnsetToOnsetTime	shape.OnsetDelay	shape.OnsetTime	shape.DurationError	shape.OnsetToOnsetTime	ShapeBlock1	Top	Left	Right	CorrectResponse	StimSlide.OnsetDelay	StimSlide.OnsetTime	StimSlide.DurationError	StimSlide.RTTime	StimSlide.ACC	StimSlide.RT	StimSlide.RESP	StimSlide.CRESP	StimSlide.OnsetToOnsetTime	Fixation.OnsetDelay	Fixation.OnsetTime	Fixation.DurationError	Fixation.OnsetToOnsetTime	face.OnsetDelay	face.OnsetTime	face.DurationError	face.OnsetToOnsetTime	FaceBlock1	ShapeBlock2	FaceBlock2	ShapeBlock3	FaceBlock3	Block
EMOTION080112	792564_fncb	2	1	1	-1502140685	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	95	7555	-999999	0	33	8582	-999999	0	13	147178	2	147165	13	26	147191	-999999	147181	0		TrialsPROC				SessionSelectionList						3	2			2	7	7	6	0	0	1	100	39	49884	3	14						oval-horizontal.bmp	oval-horizontal.bmp	oval-vertical.bmp	2	12	47845	-1	48493	1	648	2	2	2039	53	49898	-54	0										11
EMOTION080112	792564_fncb	2	1	1	-1502140685	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	95	7555	-999999	0	33	8582	-999999	0	13	147178	2	147165	13	26	147191	-999999	147181	0		FacePromptPROC				SessionSelectionList						3	2		36	2	8	7	6	0	0	1	100	39	50884	1	13																							52	50897	-53	0						12
EMOTION080112	792564_fncb	2	1	1	-1502140685	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	95	7555	-999999	0	33	8582	-999999	0	13	147178	2	147165	13	26	147191	-999999	147181	0		TrialsPROC				SessionSelectionList						3	2			2	9	8	7	0	0	2	100	39	55895	2	13						FF2_top.jpg	FF2_left.jpg	FF2_right.jpg	2	11	53856	-1	54459	1	603	2	2	2039	52	55908	-53	0										13
EMOTION080112	792564_fncb	2	1	1	-1502140685	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	95	7555	-999999	0	33	8582	-999999	0	13	147178	2	147165	13	26	147191	-999999	147181	0		TrialsPROC				SessionSelectionList						3	2			2	10	9	8	0	0	1	100	39	58907	2	14						FA2_top.jpg	FA2_left.jpg	FA2_right.jpg	3	12	56868	-1	57449	1	581	3	3	2039	53	58921	-54	0										14
EMOTION080112	792564_fncb	2	1	1	-1502140685	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	95	7555	-999999	0	33	8582	-999999	0	13	147178	2	147165	13	26	147191	-999999	147181	0		TrialsPROC				SessionSelectionList						3	2			2	11	10	9	0	0	2	100	39	61919	3	14						MA2_top.jpg	MA2_left.jpg	MA2_right.jpg	3	12	59880	-1	60405	1	525	3	3	2039	53	61933	-54	0										15
EMOTION080112	792564_fncb	2	1	1	-1502140685	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	95	7555	-999999	0	33	8582	-999999	0	13	147178	2	147165	13	26	147191	-999999	147181	0		TrialsPROC				SessionSelectionList						3	2			2	12	11	10	0	0	1	100	39	64931	2	14						MF3_top.jpg	MF3_left.jpg	MF3_right.jpg	2	12	62892	-1	63429	1	537	2	2	2039	53	64945	-54	0										16
EMOTION080112	792564_fncb	2	1	1	-1502140685	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	95	7555	-999999	0	33	8582	-999999	0	13	147178	2	147165	13	26	147191	-999999	147181	0		TrialsPROC				SessionSelectionList						3	2			2	13	12	11	0	0	1	100	39	67943	3	14						FF3_top.jpg	FF3_left.jpg	FF3_right.jpg	3	12	65904	-1	66597	1	693	3	3	2039	53	67957	-54	0										17
EMOTION080112	792564_fncb	2	1	1	-1502140685	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	95	7555	-999999	0	33	8582	-999999	0	13	147178	2	147165	13	26	147191	-999999	147181	0		TrialsPROC				SessionSelectionList						3	2			2	14	13	12	0	0	1	100	40	70956	1	13						MA3_top.jpg	MA3_left.jpg	MA3_right.jpg	2	12	68916	-1	69444	1	528	2	2	2040	53	70969	-54	0										18
EMOTION080112	792564_fncb	2	1	1	-1502140685	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	95	7555	-999999	0	33	8582	-999999	0	13	147178	2	147165	13	26	147191	-999999	147181	0		ShapePromptPROC				SessionSelectionList						3	2		36	2	15	13	12	0	0	1	100	39	71955	3	14	53	71969	-54	0																												19
EMOTION080112	792564_fncb	2	1	1	-1502140685	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	95	7555	-999999	0	33	8582	-999999	0	13	147178	2	147165	13	26	147191	-999999	147181	0		TrialsPROC				SessionSelectionList						3	2			2	16	14	13	0	0	2	100	39	76966	2	14						circle.bmp	circle.bmp	oval-vertical.bmp	2	11	74927	-1	75534	1	607	2	2	2039	53	76980	-54	0										20
EMOTION080112	792564_fncb	2	1	1	-1502140685	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	95	7555	-999999	0	33	8582	-999999	0	13	147178	2	147165	13	26	147191	-999999	147181	0		TrialsPROC				SessionSelectionList						3	2			2	17	15	14	0	0	3	100	40	79979	2	13						oval-horizontal.bmp	oval-horizontal.bmp	oval-vertical.bmp	2	12	77939	-1	78501	1	562	2	2	2040	53	79992	-54	0										21
EMOTION080112	792564_fncb	2	1	1	-1502140685	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	95	7555	-999999	0	33	8582	-999999	0	13	147178	2	147165	13	26	147191	-999999	147181	0		TrialsPROC				SessionSelectionList						3	2			2	18	16	15	0	0	1	100	39	82991	1	13						circle.bmp	oval-horizontal.bmp	circle.bmp	3	13	80952	-1	81918	1	966	3	3	2039	52	83004	-53	0										22
EMOTION080112	792564_fncb	2	1	1	-1502140685	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	95	7555	-999999	0	33	8582	-999999	0	13	147178	2	147165	13	26	147191	-999999	147181	0		TrialsPROC				SessionSelectionList						3	2			2	19	17	16	0	0	2	100	39	86003	2	13						oval-vertical.bmp	oval-horizontal.bmp	oval-vertical.bmp	3	12	83964	-1	84544	1	580	3	3	2039	52	86016	-53	0										23
EMOTION080112	792564_fncb	2	1	1	-1502140685	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	95	7555	-999999	0	33	8582	-999999	0	13	147178	2	147165	13	26	147191	-999999	147181	0		TrialsPROC				SessionSelectionList						3	2			2	20	18	17	0	0	1	100	39	89015	1	13						oval-horizontal.bmp	oval-horizontal.bmp	circle.bmp	2	12	86976	-1	87514	1	538	2	2	2039	52	89028	-53	0										24
EMOTION080112	792564_fncb	2	1	1	-1502140685	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	95	7555	-999999	0	33	8582	-999999	0	13	147178	2	147165	13	26	147191	-999999	147181	0		TrialsPROC				SessionSelectionList						3	2			2	21	19	18	0	0	1	100	39	92027	2	13						oval-vertical.bmp	circle.bmp	oval-vertical.bmp	3	12	89988	-1	90558	1	570	3	3	2039	52	92040	-53	0										25
EMOTION080112	792564_fncb	2	1	1	-1502140685	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	95	7555	-999999	0	33	8582	-999999	0	13	147178	2	147165	13	26	147191	-999999	147181	0		FacePromptPROC				SessionSelectionList						3	2		36	2	22	19	18	0	0	1	100	39	93027	1	13																							52	93040	-53	0						26
EMOTION080112	792564_fncb	2	1	1	-1502140685	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	95	7555	-999999	0	33	8582	-999999	0	13	147178	2	147165	13	26	147191	-999999	147181	0		TrialsPROC				SessionSelectionList						3	2			2	23	20	19	0	0	1	100	39	98038	2	13						FA1_top.jpg	FA1_left.jpg	FA1_right.jpg	2	11	95999	-1	96655	1	656	2	2	2039	52	98051	-53	0										27
EMOTION080112	792564_fncb	2	1	1	-1502140685	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	95	7555	-999999	0	33	8582	-999999	0	13	147178	2	147165	13	26	147191	-999999	147181	0		TrialsPROC				SessionSelectionList						3	2			2	24	21	20	0	0	1	100	39	101050	1	13						FA2_top.jpg	FA2_left.jpg	FA2_right.jpg	3	12	99011	-1	99621	1	610	3	3	2039	52	101063	-53	0										28
EMOTION080112	792564_fncb	2	1	1	-1502140685	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	95	7555	-999999	0	33	8582	-999999	0	13	147178	2	147165	13	26	147191	-999999	147181	0		TrialsPROC				SessionSelectionList						3	2			2	25	22	21	0	0	2	100	39	104062	2	13						MA1_top.jpg	MA1_left.jpg	MA1_right.jpg	3	12	102023	-1	102999	1	976	3	3	2039	52	104075	-53	0										29
EMOTION080112	792564_fncb	2	1	1	-1502140685	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	95	7555	-999999	0	33	8582	-999999	0	13	147178	2	147165	13	26	147191	-999999	147181	0		TrialsPROC				SessionSelectionList						3	2			2	26	23	22	0	0	1	100	39	107074	1	13						MF1_top.jpg	MF1_left.jpg	MF1_right.jpg	2	12	105035	-1	105645	1	610	2	2	2039	52	107087	-53	0										30
EMOTION080112	792564_fncb	2	1	1	-1502140685	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	95	7555	-999999	0	33	8582	-999999	0	13	147178	2	147165	13	26	147191	-999999	147181	0		TrialsPROC				SessionSelectionList						3	2			2	27	24	23	0	0	1	100	39	110086	3	13						FF1_top.jpg	FF1_left.jpg	FF1_right.jpg	3	12	108047	-1	108642	1	595	3	3	2039	52	110099	-53	0										31
EMOTION080112	792564_fncb	2	1	1	-1502140685	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	95	7555	-999999	0	33	8582	-999999	0	13	147178	2	147165	13	26	147191	-999999	147181	0		TrialsPROC				SessionSelectionList						3	2			2	28	25	24	0	0	2	100	39	113098	2	14						MA2_top.jpg	MA2_left.jpg	MA2_right.jpg	3	12	111059	-1	111621	1	562	3	3	2039	53	113112	-54	0										32
EMOTION080112	792564_fncb	2	1	1	-1502140685	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	95	7555	-999999	0	33	8582	-999999	0	13	147178	2	147165	13	26	147191	-999999	147181	0		ShapePromptPROC				SessionSelectionList						3	2		36	2	29	25	24	0	0	2	100	39	114098	1	13	52	114111	-53	0																												33
EMOTION080112	792564_fncb	2	1	1	-1502140685	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	95	7555	-999999	0	33	8582	-999999	0	13	147178	2	147165	13	26	147191	-999999	147181	0		TrialsPROC				SessionSelectionList						3	2			2	30	26	25	0	0	1	100	39	119109	2	13						circle.bmp	circle.bmp	oval-vertical.bmp	2	11	117070	-1	117655	1	585	2	2	2039	52	119122	-53	0										34
EMOTION080112	792564_fncb	2	1	1	-1502140685	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	95	7555	-999999	0	33	8582	-999999	0	13	147178	2	147165	13	26	147191	-999999	147181	0		TrialsPROC				SessionSelectionList						3	2			2	31	27	26	0	0	2	100	39	122121	3	14						oval-horizontal.bmp	oval-horizontal.bmp	oval-vertical.bmp	2	12	120082	-1	120655	1	573	2	2	2039	53	122135	-54	0										35
EMOTION080112	792564_fncb	2	1	1	-1502140685	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	95	7555	-999999	0	33	8582	-999999	0	13	147178	2	147165	13	26	147191	-999999	147181	0		TrialsPROC				SessionSelectionList						3	2			2	32	28	27	0	0	1	100	39	125133	2	14						oval-vertical.bmp	circle.bmp	oval-vertical.bmp	3	12	123094	-1	123851	1	757	3	3	2039	53	125147	-54	0										36
EMOTION080112	792564_fncb	2	1	1	-1502140685	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	95	7555	-999999	0	33	8582	-999999	0	13	147178	2	147165	13	26	147191	-999999	147181	0		TrialsPROC				SessionSelectionList						3	2			2	33	29	28	0	0	2	100	39	128145	3	14						oval-vertical.bmp	oval-horizontal.bmp	oval-vertical.bmp	3	12	126106	-1	126664	1	558	3	3	2039	53	128159	-54	0										37
EMOTION080112	792564_fncb	2	1	1	-1502140685	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	95	7555	-999999	0	33	8582	-999999	0	13	147178	2	147165	13	26	147191	-999999	147181	0		TrialsPROC				SessionSelectionList						3	2			2	34	30	29	0	0	1	100	39	131157	2	14						oval-horizontal.bmp	oval-horizontal.bmp	circle.bmp	2	12	129118	-1	129710	1	592	2	2	2039	53	131171	-54	0										38
EMOTION080112	792564_fncb	2	1	1	-1502140685	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	95	7555	-999999	0	33	8582	-999999	0	13	147178	2	147165	13	26	147191	-999999	147181	0		TrialsPROC				SessionSelectionList						3	2			2	35	31	30	0	0	1	100	40	134170	1	13						circle.bmp	oval-horizontal.bmp	circle.bmp	3	12	132130	-1	132736	1	606	3	3	2040	53	134183	-54	0										39
EMOTION080112	792564_fncb	2	1	1	-1502140685	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	95	7555	-999999	0	33	8582	-999999	0	13	147178	2	147165	13	26	147191	-999999	147181	0		FacePromptPROC				SessionSelectionList						3	2		36	2	36	31	30	0	0	1	100	39	135169	2	13																							52	135182	-53	0						40
EMOTION080112	792564_fncb	2	1	1	-1502140685	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	95	7555	-999999	0	33	8582	-999999	0	13	147178	2	147165	13	26	147191	-999999	147181	0		TrialsPROC				SessionSelectionList						3	2			2	37	32	31	0	0	1	100	39	140180	3	14						FF2_top.jpg	FF2_left.jpg	FF2_right.jpg	2	11	138141	-1	138716	1	575	2	2	2039	53	140194	-54	0										41
EMOTION080112	792564_fncb	2	1	1	-1502140685	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	95	7555	-999999	0	33	8582	-999999	0	13	147178	2	147165	13	26	147191	-999999	147181	0		TrialsPROC				SessionSelectionList						3	2			2	38	33	32	0	0	1	100	40	143193	1	13						MF2_top.jpg	MF2_left.jpg	MF2_right.jpg	3	12	141153	-1	141719	1	566	3	3	2040	53	143206	-54	0										42
EMOTION080112	792564_fncb	2	1	1	-1502140685	1	75.031	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.305	7	234	Verdana	2	3	36	EMOTION Stimuli\	95	7555	-999999	0	33	8582	-999999	0	13	147178	2	147165	13	26	147191	-999999	147181	0		TrialsPROC				SessionSelectionList						3	2			2	39	34	33	0	0	1	100	40	146205	2	13						MA3_top.jpg	MA3_left.jpg	MA3_right.jpg	2	12	144165	-1	144710	1	545	2	2	2040	53	146218	-54	0										43
